11:43:19 [INFO] Step 1: Pulling stock universe from FMP...
11:43:38 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=RNGTU&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:38 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:39 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=RNGTU&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:39 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:39 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=POWW&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:39 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:40 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=POWW&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:40 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:41 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=QSI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:41 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:41 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=QSI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:41 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:42 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TOV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:42 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:43 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TOV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:43 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:43 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=NTHI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:43 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:44 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NTHI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:44 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:44 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=MPAA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:44 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:45 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=MPAA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:45 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:46 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SPPI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:46 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:47 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SPPI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:47 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:47 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TPIF&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:47 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:48 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TPIF&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:48 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:48 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=AZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:48 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:49 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:49 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:50 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=NA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:50 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:50 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:50 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:51 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SWKH&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:51 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:51 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SWKH&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:51 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:52 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=FBGX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:52 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:53 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=FBGX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:53 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:54 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=PULT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:54 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:54 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=PULT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:54 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:55 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=EMNT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:55 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:56 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=EMNT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:56 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:56 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TSLR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:56 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:57 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TSLR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:57 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:58 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SRET&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:58 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:43:58 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SRET&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:58 [INFO] FMP API call: GET /income-statement (attempt 1)
11:43:59 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=LVOLX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:43:59 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:00 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=LVOLX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:00 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:00 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SILVX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:00 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:01 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SILVX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:01 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:02 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=FREE&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:02 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:04 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=FREE&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:04 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:04 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=IMDX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:04 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:05 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=IMDX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:05 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:05 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=GURPX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:05 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:06 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GURPX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:06 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:07 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=ARCT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:07 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:07 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ARCT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:07 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:08 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SMLV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:08 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:09 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SMLV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:09 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:10 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=GSHR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:10 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:10 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GSHR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:10 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:11 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=HITI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:11 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:11 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=HITI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:11 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:12 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=BLGR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:12 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:13 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=BLGR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:13 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:14 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=CALB&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:14 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:14 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CALB&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:14 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:15 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=INVZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:15 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:15 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=INVZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:15 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:16 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=VUZI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:16 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:17 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=VUZI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:17 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:18 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TBG&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:18 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:18 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TBG&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:18 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:19 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=CFBK&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:19 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:20 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CFBK&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:20 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:20 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=ALMU&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:20 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:21 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ALMU&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:21 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:21 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=IMMX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:21 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:22 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=IMMX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:22 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:23 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SKSEX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:23 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:23 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SKSEX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:23 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:24 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=RSHO&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:24 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:44:24 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=RSHO&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:24 [INFO] FMP API call: GET /income-statement (attempt 1)
11:44:25 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=QRTEA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:44:25 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
