11:35:37 [INFO] Step 1: Pulling stock universe from FMP...
11:35:59 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TOV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:35:59 [INFO] FMP API call: GET /income-statement (attempt 1)
11:35:59 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=NTHI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:35:59 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:00 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NTHI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:00 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:01 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SPPI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:01 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:02 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SPPI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:02 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:02 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SWKH&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:02 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:03 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SWKH&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:03 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:04 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=FBGX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:04 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:05 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=FBGX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:05 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:05 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=PULT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:05 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:06 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=PULT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:06 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:07 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TPIF&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:07 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:07 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TPIF&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:07 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:08 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=AZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:08 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:09 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:09 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:10 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=POWW&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:10 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:10 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=POWW&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:10 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:11 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=EMNT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:11 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:12 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=EMNT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:12 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:12 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SRET&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:12 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:13 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SRET&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:13 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:13 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=LVOLX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:13 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:14 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=LVOLX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:14 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:15 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SILVX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:15 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:15 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SILVX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:15 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:16 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=FREE&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:16 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:17 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=FREE&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:17 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:18 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=ARCT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:18 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:18 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ARCT&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:18 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:19 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TSLR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:19 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:20 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TSLR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:20 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:20 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=GURPX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:20 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:21 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GURPX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:21 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:22 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SMLV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:22 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:22 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SMLV&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:22 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:23 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=GSHR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:23 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:24 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GSHR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:24 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:24 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=BLGR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:24 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:25 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=BLGR&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:25 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:26 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=IMMX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:26 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:26 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=IMMX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:26 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:27 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=CALB&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:27 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:28 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CALB&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:28 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:28 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=INVZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:28 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:29 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=INVZ&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:29 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:29 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=VUZI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:29 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:30 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=VUZI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:30 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:31 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=MPAA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:31 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:31 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=MPAA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:31 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:32 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=HITI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:32 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:33 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=HITI&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:33 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:34 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=CFBK&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:34 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:34 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CFBK&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:34 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:35 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=TBG&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:35 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:36 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TBG&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:36 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:36 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=SKSEX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:36 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:37 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SKSEX&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:37 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:38 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=RSHO&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:38 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:38 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=RSHO&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:38 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:39 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=QRTEA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:39 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:40 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=QRTEA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:40 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:41 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=ALMU&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:41 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:42 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ALMU&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:42 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:43 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=CEPO&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:43 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:44 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CEPO&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:44 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:44 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=GPJA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:44 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
11:36:45 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GPJA&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:45 [INFO] FMP API call: GET /income-statement (attempt 1)
11:36:46 [INFO] HTTP Request: GET https://financialmodelingprep.com/stable/income-statement?symbol=GIM&period=quarter&limit=8&apikey=MwS3KbkRvGZ63lh3r05A5zjLNtwF4yh0 "HTTP/1.1 200 OK"
11:36:46 [INFO] FMP API call: GET /cash-flow-statement (attempt 1)
